"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)","use","name","code","Min","Max"
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","(D)",NA,"FUNGICIDE","FOSETYL-AL","123301",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","(D)",NA,"FUNGICIDE","MEFENOXAM","113502",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","(D)",NA,"FUNGICIDE","MONO-POTASSIUM SALT","76416",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","(D)",NA,"FUNGICIDE","PROPICONAZOLE","122101",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)","(D)",NA,"FUNGICIDE","PYDIFLUMETOFEN","90110",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","(D)",NA,"FUNGICIDE","PYRACLOSTROBIN","99100",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","(D)",NA,"FUNGICIDE","PYRIMETHANIL","288201",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","(D)",NA,"FUNGICIDE","TETRACONAZOLE","120603",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","(D)",NA,"FUNGICIDE","THIOPHANATE-METHYL","102001",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","9.5",NA,"FUNGICIDE","THIRAM","79801",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","(D)",NA,"FUNGICIDE","TRIFLUMIZOLE","128879",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","(D)",NA,"HERBICIDE","CARFENTRAZONE-ETHYL","128712",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","(D)",NA,"HERBICIDE","CLETHODIM","121011",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (COPPER ETHANOLAMINE = 24409)","(D)",NA,"HERBICIDE","COPPER ETHANOLAMINE","24409",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)","(D)",NA,"HERBICIDE","DIMETHENAMID","129051",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","(D)",NA,"HERBICIDE","FLUMIOXAZIN","129034",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUROXYPYR 1-MHE = 128968)","(D)",NA,"HERBICIDE","FLUROXYPYR 1-MHE","128968",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","(D)",NA,"HERBICIDE","GLYPHOSATE ISO. SALT","103601",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)","(D)",NA,"HERBICIDE","HALOSULFURON-METHYL","128721",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (KANTOR = 129108)","(D)",NA,"HERBICIDE","KANTOR","129108",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","2.1",NA,"INSECTICIDE","ABAMECTIN","122804",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","(D)",NA,"INSECTICIDE","ACETAMIPRID","99050",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","(D)",NA,"INSECTICIDE","BIFENAZATE","586",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","(D)",NA,"INSECTICIDE","BIFENTHRIN","128825",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","(D)",NA,"INSECTICIDE","CARBARYL","56801",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","(D)",NA,"INSECTICIDE","CHLORANTRANILIPROLE","90100",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)","(D)",NA,"INSECTICIDE","CYANTRANILIPROLE","90098",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","(D)",NA,"INSECTICIDE","CYFLUMETOFEN","138831",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","(D)",NA,"INSECTICIDE","DIAZINON","57801",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENAZAQUIN = 44501)","(D)",NA,"INSECTICIDE","FENAZAQUIN","44501",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)","(D)",NA,"INSECTICIDE","FENPYROXIMATE","129131",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","(D)",NA,"INSECTICIDE","IMIDACLOPRID","129099",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","(D)",NA,"INSECTICIDE","MALATHION","57701",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","(D)",NA,"INSECTICIDE","METHOXYFENOZIDE","121027",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","(D)",NA,"INSECTICIDE","NALED","34401",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","2.6",NA,"INSECTICIDE","NOVALURON","124002",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","1.8",NA,"INSECTICIDE","SPINETORAM","110007",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","(D)",NA,"INSECTICIDE","SPIROMESIFEN","24875",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)","(D)",NA,"INSECTICIDE","SULFOXAFLOR","5210",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","(D)",NA,"INSECTICIDE","THIAMETHOXAM","60109",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","(D)",NA,"OTHER","ACIBENZOLAR-S-METHYL","61402",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","(D)",NA,"OTHER","CYTOKININS","116801",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ETHEPHON = 99801)","(D)",NA,"OTHER","ETHEPHON","99801",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)","(D)",NA,"OTHER","INDOLEBUTYRIC ACID","46701",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","(D)",NA,"OTHER","METAM-POTASSIUM","39002",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)","(D)",NA,"OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","(D)",NA,"FUNGICIDE","AZOXYSTROBIN","128810",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","(D)",NA,"FUNGICIDE","BACILLUS SUBTILIS","6479",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","(D)",NA,"FUNGICIDE","BORAX DECAHYDRATE","11102",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","(D)",NA,"FUNGICIDE","BOSCALID","128008",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","61",NA,"FUNGICIDE","CAPTAN","81301",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","(D)",NA,"FUNGICIDE","CYFLUFENAMID","555550",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","65",NA,"FUNGICIDE","CYPRODINIL","288202",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","(D)",NA,"FUNGICIDE","DIFENOCONAZOLE","128847",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)",NA,"FUNGICIDE","FENHEXAMID","90209",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","66",NA,"FUNGICIDE","FLUDIOXONIL","71503",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","(D)",NA,"FUNGICIDE","FLUOPYRAM","80302",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","(D)",NA,"FUNGICIDE","FOSETYL-AL","123301",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","(D)",NA,"FUNGICIDE","MEFENOXAM","113502",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","(D)",NA,"FUNGICIDE","MONO-POTASSIUM SALT","76416",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","(D)",NA,"FUNGICIDE","PROPICONAZOLE","122101",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)","(D)",NA,"FUNGICIDE","PYDIFLUMETOFEN","90110",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","(D)",NA,"FUNGICIDE","PYRACLOSTROBIN","99100",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","(D)",NA,"FUNGICIDE","PYRIMETHANIL","288201",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","(D)",NA,"FUNGICIDE","TETRACONAZOLE","120603",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","(D)",NA,"FUNGICIDE","THIOPHANATE-METHYL","102001",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","61",NA,"FUNGICIDE","THIRAM","79801",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","66",NA,"FUNGICIDE","TOTAL",NA,NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","(D)",NA,"FUNGICIDE","TRIFLUMIZOLE","128879",NA,NA
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,NA,NA,NA,NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","(D)",NA,"HERBICIDE","CARFENTRAZONE-ETHYL","128712",NA,NA
